Deck ID,NMDS 1,NMDS 2,Neighbours average win rate,Games,Wins,Losses,Neigh1,Neigh2,Neigh3,Neigh4,Neigh5,Neigh6,Neigh7,Neigh8,Neigh9,Neigh10,Neigh11,Neigh12,Neigh13,Neigh14,Neigh15,Neigh16,Neigh17,Neigh18,Neigh19,NeighWin1,NeighWin2,NeighWin3,NeighWin4,NeighWin5,NeighWin6,NeighWin7,NeighWin8,NeighWin9,NeighWin10,NeighWin11,NeighWin12,NeighWin13,NeighWin14,NeighWin15,NeighWin16,NeighWin17,NeighWin18,NeighWin19,Neigh Loss1,Neigh Loss2,Neigh Loss3,Neigh Loss4,Neigh Loss5,Neigh Loss6,Neigh Loss7,Neigh Loss8,Neigh Loss9,Neigh Loss10,Neigh Loss11,Neigh Loss12,Neigh Loss13,Neigh Loss14,Neigh Loss15,Neigh Loss16,Neigh Loss17,Neigh Loss18,Neigh Loss19
RG398,-0.2939331,0.03362884,0.576,3,0,3,RG1540,RG1271,RG583,RG693,RG634,RG1536,RG1516,RG553,RG1098,RG869,RG1026,RG1849,RG95,RG1912,RG1752,RG382,RG1857,RG323,RG119,2,2,7,4,7,5,5,1,7,3,4,3,3,1,1,7,7,2,1,3,3,1,3,1,3,3,3,2,3,3,3,3,3,3,2,2,3,3
RG399,0.00983038,-0.1205961,0.54098361,8,7,1,RG467,RG982,RG1313,RG1021,RG1401,RG781,RG843,RG346,RG1110,RG1409,RG514,RG931,RG638,RG103,RG1665,RG1293,RG1435,RG1140,RG821,7,5,3,1,6,0,1,0,0,3,1,5,4,3,6,3,3,7,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
RG400,-0.0435715,-0.2573583,0.51612903,4,1,3,RG1423,RG96,RG1448,RG1528,RG1454,RG1526,RG106,RG948,RG933,RG844,RG396,RG663,RG213,RG1153,RG39,RG809,RG326,RG1349,RG1824,5,3,3,4,2,6,3,5,0,5,6,2,1,0,6,3,1,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
RG401,-0.2175693,0.20621729,0.57142857,5,2,3,RG1550,RG1402,RG1345,RG1961,RG79,RG1934,RG121,RG725,RG1078,RG1553,RG42,RG74,RG314,RG66,RG597,RG406,RG447,RG133,RG101,4,4,6,7,4,6,1,1,3,5,2,4,2,1,6,1,5,5,7,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
RG402,0.44643116,0.21660693,0.56140351,4,1,3,RG899,RG1471,RG1650,RG1437,RG1718,RG452,RG1400,RG191,RG845,RG800,RG1440,RG1361,RG1701,RG198,RG69,RG1042,RG1938,RG1484,RG1482,7,7,3,7,7,1,1,2,1,2,4,3,4,7,1,1,4,0,1,2,1,3,0,0,3,3,3,3,3,3,3,3,2,3,3,3,3,3
RG403,-0.1469577,-0.1532944,0.568,4,1,3,RG1070,RG1531,RG83,RG317,RG442,RG1898,RG1396,RG1637,RG791,RG892,RG1673,RG94,RG888,RG1254,RG1899,RG1308,RG1413,RG1048,RG1535,4,7,7,3,1,2,1,3,1,2,1,7,3,5,3,6,6,1,7,3,2,2,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,2
RG404,-0.1724408,-0.0359432,0.55555556,5,2,3,RG1238,RG631,RG89,RG1442,RG1825,RG1707,RG269,RG265,RG376,RG1314,RG1149,RG1385,RG1656,RG975,RG1887,RG1797,RG363,RG359,RG1599,2,6,0,4,4,4,5,7,4,1,0,7,7,6,1,4,3,3,0,3,3,3,3,3,3,3,2,3,3,3,2,1,3,3,3,3,3,3
RG405,-0.1765045,0.27047605,0.525,4,1,3,RG1499,RG729,RG1397,RG301,RG1234,RG1888,RG143,RG903,RG1223,RG769,RG1337,RG572,RG1330,RG18,RG840,RG180,RG224,RG1316,RG115,4,3,7,3,2,4,0,2,1,4,1,5,5,7,3,1,5,5,0,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
RG406,-0.251016,0.19390334,0.54761905,4,1,3,RG476,RG66,RG447,RG912,RG1961,RG1519,RG884,RG1388,RG1096,RG597,RG1078,RG1090,RG422,RG1550,RG1345,RG1667,RG401,RG1189,RG649,1,1,5,1,7,6,0,4,2,6,3,7,4,4,6,2,2,7,0,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3
RG407,-0.053785,0.33478969,0.61481481,8,5,3,RG1033,RG1352,RG1605,RG1432,RG1986,RG1714,RG528,RG1762,RG1062,RG235,RG1116,RG360,RG1690,RG361,RG1771,RG1533,RG925,RG1119,RG1877,5,0,7,3,3,2,0,6,6,5,5,5,7,0,2,7,1,7,7,3,3,0,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,1
RG408,0.04538889,-0.2861213,0.50862069,8,7,1,RG1197,RG711,RG1691,RG282,RG691,RG239,RG358,RG207,RG1156,RG1073,RG197,RG482,RG1980,RG236,RG4,RG312,RG1949,RG1302,RG1740,4,1,3,2,3,6,7,0,5,1,3,3,2,3,1,1,1,1,5,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
RG409,0.02568386,0.24212237,0.56451613,8,7,1,RG1461,RG1606,RG683,RG1267,RG1582,RG1545,RG765,RG665,RG681,RG1585,RG507,RG1572,RG63,RG1897,RG1808,RG371,RG1757,RG900,RG656,7,2,1,2,4,4,1,3,1,5,3,5,4,3,7,2,3,0,6,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3
RG410,0.06575514,-0.3659428,0.51260504,5,2,3,RG591,RG1495,RG104,RG1950,RG851,RG222,RG197,RG886,RG1483,RG207,RG1949,RG477,RG1336,RG1763,RG426,RG1156,RG312,RG1981,RG1963,5,2,4,5,2,2,3,3,2,0,1,2,7,2,6,5,1,0,7,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2
RG411,-0.00353,-0.2340372,0.57142857,8,5,3,RG1468,RG1387,RG866,RG809,RG933,RG326,RG1591,RG1446,RG948,RG310,RG1161,RG1349,RG1448,RG692,RG1970,RG1073,RG358,RG96,RG286,7,2,6,3,0,1,7,0,5,5,3,3,3,7,2,1,7,3,2,2,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,2,3,3
RG412,0.17870691,0.02766171,0.60606061,8,5,3,RG1692,RG439,RG1628,RG1653,RG1155,RG1231,RG1353,RG1391,RG856,RG775,RG848,RG898,RG13,RG316,RG75,RG6,RG1488,RG759,RG1902,4,3,7,1,3,7,5,2,3,6,7,3,3,2,3,7,5,1,3,3,3,2,3,3,0,3,3,3,3,0,3,3,3,3,2,3,3,3
RG413,0.02320097,0.02508219,0.48181818,9,7,2,RG1693,RG1734,RG370,RG170,RG1188,RG287,RG77,RG1433,RG129,RG1010,RG19,RG1099,RG1494,RG1436,RG1071,RG811,RG1097,RG1787,RG671,1,5,3,1,2,2,5,2,0,1,1,1,7,1,3,1,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3
RG414,-0.0479249,0.2761226,0.60305344,6,3,3,RG907,RG1159,RG925,RG1771,RG984,RG878,RG816,RG260,RG1533,RG1762,RG331,RG1062,RG1877,RG1690,RG1714,RG384,RG360,RG137,RG123,7,0,1,2,7,6,2,2,7,6,1,6,7,7,2,1,5,7,0,2,3,3,3,1,3,3,3,2,3,3,3,1,2,3,3,3,2,3
RG415,-0.0315965,0.07199836,0.60583942,9,7,2,RG313,RG1921,RG858,RG468,RG773,RG1905,RG1368,RG1318,RG1104,RG380,RG1959,RG1241,RG1362,RG1784,RG33,RG1011,RG238,RG215,RG1255,5,7,6,2,3,7,2,3,3,1,7,2,3,7,3,4,3,5,3,3,1,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3
RG416,-0.1033183,0.16735405,0.52892562,7,4,3,RG1613,RG1044,RG1497,RG1988,RG466,RG11,RG1493,RG1058,RG294,RG989,RG1217,RG1206,RG864,RG217,RG556,RG747,RG1462,RG1632,RG1649,2,3,1,1,5,2,7,7,5,0,5,4,2,3,2,3,3,1,4,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3
RG417,0.28389192,-0.1085499,0.55813953,9,7,2,RG963,RG1863,RG568,RG676,RG1947,RG918,RG1907,RG1677,RG792,RG1164,RG1664,RG1040,RG50,RG1031,RG969,RG1017,RG1372,RG558,RG1418,6,4,4,2,2,7,4,1,2,7,2,6,2,3,0,2,4,6,1,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3
RG418,-0.240604,0.11377848,0.53658537,4,1,3,RG1758,RG1915,RG635,RG1780,RG1990,RG564,RG1903,RG1405,RG876,RG1125,RG302,RG518,RG1218,RG1724,RG23,RG221,RG739,RG1472,RG1000,6,0,4,6,5,7,0,3,1,2,5,7,0,2,4,3,3,0,7,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2
RG419,-0.014144,0.41634516,0.5042735,4,1,3,RG1928,RG229,RG1501,RG318,RG304,RG1404,RG588,RG361,RG235,RG808,RG465,RG486,RG1119,RG290,RG502,RG162,RG1263,RG1280,RG1284,2,4,1,3,4,2,2,0,5,3,4,0,7,4,2,0,3,7,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
RG420,0.24925639,0.01844277,0.624,6,3,3,RG1328,RG1283,RG1282,RG639,RG275,RG117,RG339,RG231,RG113,RG1488,RG56,RG836,RG759,RG993,RG1865,RG329,RG550,RG1700,RG1087,7,7,4,4,1,7,4,0,0,5,1,3,1,6,5,7,7,4,2,0,0,3,3,3,1,3,3,3,3,3,3,3,3,3,0,1,3,3
