Deck ID,NMDS 1,NMDS 2,Neighbours average win rate,Games,Wins,Losses,Neigh1,Neigh2,Neigh3,Neigh4,Neigh5,Neigh6,Neigh7,Neigh8,Neigh9,Neigh10,Neigh11,Neigh12,Neigh13,Neigh14,Neigh15,Neigh16,Neigh17,Neigh18,Neigh19,NeighWin1,NeighWin2,NeighWin3,NeighWin4,NeighWin5,NeighWin6,NeighWin7,NeighWin8,NeighWin9,NeighWin10,NeighWin11,NeighWin12,NeighWin13,NeighWin14,NeighWin15,NeighWin16,NeighWin17,NeighWin18,NeighWin19,Neigh Loss1,Neigh Loss2,Neigh Loss3,Neigh Loss4,Neigh Loss5,Neigh Loss6,Neigh Loss7,Neigh Loss8,Neigh Loss9,Neigh Loss10,Neigh Loss11,Neigh Loss12,Neigh Loss13,Neigh Loss14,Neigh Loss15,Neigh Loss16,Neigh Loss17,Neigh Loss18,Neigh Loss19
WB1782,-0.301256883,-0.315034155,0.5703125,5,2,3,WB1528,WB1399,WB388,WB1645,WB794,WB20,WB456,WB12,WB1160,WB302,WB1116,WB829,WB305,WB457,WB1186,WB685,WB905,WB1649,WB347,7,7,3,7,7,2,4,3,2,4,3,2,1,3,1,3,5,3,4,2,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
WB1783,-0.312926534,-0.028162807,0.520325203,7,4,3,WB1114,WB1341,WB349,WB1006,WB498,WB1126,WB1074,WB1694,WB1301,WB661,WB1306,WB1137,WB338,WB1412,WB482,WB824,WB980,WB1352,WB1719,7,3,6,2,1,6,1,0,1,4,4,5,5,0,4,2,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
WB1784,0.310523783,-0.168005814,0.5703125,8,5,3,WB1402,WB1432,WB1396,WB820,WB1127,WB1060,WB1772,WB1805,WB1502,WB943,WB817,WB804,WB1296,WB1787,WB1254,WB1112,WB501,WB1822,WB560,4,5,1,5,7,1,5,0,4,6,2,5,3,1,7,3,3,4,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,0,3,3,3,3
WB1785,0.080102399,0.046598207,0.472222222,4,1,3,WB1196,WB1848,WB593,WB121,WB554,WB606,WB126,WB761,WB1381,WB1208,WB1488,WB1888,WB1423,WB1529,WB1676,WB1762,WB576,WB939,WB1516,2,2,7,3,2,2,1,4,1,0,0,6,7,0,1,0,5,4,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
WB1786,0.043231802,-0.352323006,0.517241379,8,7,1,WB1774,WB250,WB178,WB785,WB261,WB1830,WB691,WB1892,WB1639,WB1367,WB1992,WB435,WB81,WB1850,WB695,WB1125,WB928,WB1873,WB1870,1,2,6,1,2,1,3,5,4,4,1,3,3,2,7,0,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3
WB1787,0.314230925,-0.216210142,0.551181102,4,1,3,WB1805,WB804,WB1396,WB1948,WB820,WB1753,WB1739,WB1772,WB1046,WB1384,WB1784,WB1771,WB1296,WB1561,WB1401,WB943,WB1885,WB1402,WB1127,0,5,1,1,5,5,3,5,4,7,5,0,3,1,3,6,4,4,7,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1
WB1788,-0.245898172,-0.077034483,0.623287671,6,3,3,WB306,WB1633,WB1673,WB1332,WB1048,WB155,WB1265,WB1168,WB1195,WB1660,WB1146,WB293,WB575,WB1370,WB1541,WB1109,WB715,WB1493,WB1144,7,5,6,7,5,7,6,0,0,5,7,5,2,1,4,6,7,6,2,2,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3
WB1789,0.028678752,-0.173070713,0.555555556,5,2,3,WB128,WB1891,WB433,WB1258,WB54,WB417,WB816,WB192,WB865,WB1427,WB1018,WB584,WB1238,WB130,WB536,WB770,WB1188,WB610,WB1463,3,5,5,1,2,3,2,0,4,4,7,3,5,1,6,1,5,7,4,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,2,3
WB1790,0.040978703,-0.257722808,0.571428571,8,7,1,WB921,WB1302,WB1164,WB1712,WB1124,WB1092,WB1276,WB163,WB659,WB1004,WB928,WB244,WB650,WB1315,WB1870,WB989,WB1333,WB1103,WB1143,3,2,4,1,4,5,4,2,2,0,4,7,2,1,2,7,7,2,6,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,2,3,3
WB1791,0.287463777,0.336890038,0.516666667,8,5,3,WB1374,WB1289,WB1379,WB476,WB289,WB382,WB591,WB1026,WB1731,WB1893,WB628,WB1322,WB1253,WB1440,WB535,WB391,WB793,WB1472,WB1831,5,6,0,0,1,4,0,0,2,2,2,6,3,4,6,7,5,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3
