ID,NMDS1,NMDS2,Neighbours average win rate,Games,Wins,Losses,Neigh0,Neigh1,Neigh2,Neigh3,Neigh4,Neigh5,Neigh6,Neigh7,Neigh8,Neigh9
3f7f1d9a49cc4755b1bafa869e31912d/0,0.049181305,0.173195791,0.611111111,9,7,2,8e430c9b0c494aafbdb3f6a3c27ccfe2/1,0072c3ad78ca4b51b1344134c13281d2/0,8f2924b0feff40fa8ce60e9a659f64fd/0,21378f0cb4084ce98e289b82d26567a1/0,31028e6f0d1346cf807ffb97c47bb6de/0,cac5bcc5fbce46cbb7c62ee883105c1a/1,b4a8e7bb76334192840ab0cfece6cda9/0,ebfd953cab684555a2c908af8168721b/0,9d2d3a0a9b994d1e87880bff39529f15/0,fce562b2bb9f4bb998e5af1b0a989257/0
40c8dfd56a054bf2870f674378a9dba6/0,0.089097323,0.261593012,0.611111111,3,0,3,3e8f1e16e335405296701918e1c2c4f3/0,7a53da9861f5444a988949ff04b935b7/0,511f64ef6da3460891c41234514ef16b/0,6eaac5265ebc4a508b832dc693062f9e/0,a60bcd2ffff34fc9881cecce98d376ce/0,0ac02fec69b14ad9af12c6b5586a52e1/0,30d2673e5b0449fe8d836279acf5c02f/0,79965ac07e734fa592b4db9d4a53d3b4/0,2bf92ca528f04e8980991d428fa21425/0,96979841cd8743e9abdacac341f433a9/0
40d7ceb07b9342d9ad19964dd580c69e/0,0.005428164,0.248458481,0.578125,6,3,3,b9edff2c27914e359d30eb7abf2f1c6f/0,1e25d136d0e24f19a0aa50f01f13520b/0,289a5704ee79498da6b57bc9526d3767/0,fcd1aff65b15405591203125205f4f79/0,be67f67e451a4dbab1b459e1a4a2a9f8/0,6d3053863e80435ea7c297252928d4da/1,3583280dbc114728b01fc52162e8fef9/0,ba6da96e09624928b80f82338a3193f1/0,10b9ffb2e5654d7e9ddee992044274a6/0,0e5ed4e432f2437a973e115b1d625b95/0
418663558a9a479d8ee55f32b537d8bb/0,-0.272311178,-0.123190258,0.538461538,7,4,3,75735e246e494b468632feac19777863/0,575fa45ff9b44e16aeb59ead311ef29f/0,eda0104ff883439387fe72eea30dae05/0,b2ce58f418404b6aab441e1749b21f3f/0,7dfcd4a01d444dd2a3fda2cad6dd79df/0,cf36e19f09fa4ac8a1dc18d0986cb16b/0,8379f5ce7a834523b86348afb79e5d90/0,0c9bea14508c4a79a9c31845309f7ec4/0,e9a3593d5e1c4e51b96702f1033e3ba6/0,f38272d4ada64b199da8f30440019ecf/0
418762cd9cfe4a108fbf975c82ea0e2e/0,0.086834442,-0.188277798,0.61971831,5,2,3,fe720c860cc845c09ec629a808d8a918/0,578e5a5671c74eea8debcd0a34b4143d/0,ff24d7cf1f4745cbb5d4a62853bc8e2b/0,5babdcdfa77f4cabafb987b6bbaef832/0,82ba2d2e65ec461ab2b9e831475e423d/0,bc2cc23863354b4b830556a87646315c/0,781f9d1c5f64499f9b08d0e8ae4f2d51/1,05ff04f9ab2142eaba80502ac8a4ce4a/0,468ca3bccecb42b3bfc77308d80c225b/0,1de6d9d236f74f868f23f7b0da411250/0
41c89d620a5f4fe3b034db82fa3b4a56/0,0.016568864,0.11175482,0.590909091,6,3,3,22c4670a37f1418bb77c063d21459566/0,fce562b2bb9f4bb998e5af1b0a989257/0,19dc46ee4d944ae7b36c309905e07886/0,435ccd901056470dbe92e2b83228e135/0,75b11f46d7b84309918dd0541390d4cf/0,0050385ef87e4a9b99c0dce507c223de/0,e91038b08c0143579800163965439545/0,9d2d3a0a9b994d1e87880bff39529f15/0,61d2a2fb34954008b86058cc1d5cf9d7/0,4f52db0ca6ad47dbba0506e6860af16e/0
41e38237dc5644fe9e1c7d6884de18c2/0,0.311920407,-0.090871983,0.508196721,6,3,3,2088f820700442daa95e90a968043a70/0,31103a3049144fb6a014e672b8b4c23e/0,02f3aa43b69a40788176fe2d1b5982e5/0,9dd7b30966a04929a1ec1c23f4104bd2/0,21cdb9b2f7ad4affa9b8a2258262cc78/0,040feed5e77049bdbbd73e1e8a53ca17/0,a99fa9a03da4409fa406cf0bf93dd1fc/0,15ad411e56b649718be805919460d74f/0,321faa7383a34b3496d879b40ed34209/0,54baa51a621a4757afff189e70381b06/0
42b2116a8b64435ba7f36cee35205626/0,0.103325417,-0.346010898,0.617647059,9,7,2,33a88f922b9349c792d833dea9ac35ec/0,30495613a51d41a0897751b2995dd715/0,43213d7768734b7d89d4305eda41f022/0,3e4cbaa220624ada832870c46cf514f9/0,062351e3dd0d40dfa8c30faa33eeed1e/0,8cbcf61360e34c8c837b80b823953eb5/0,2f64949ad4614199983f2b36922929a0/0,a4c3e24984d449aaa699731073833371/0,a0c7de68480e45a5b43aa36f91a6b90c/0,1be556eb6a4744d89ee7238e25000f64/0
42b954d8b7c84e23a75baa3fdf61ea89/0,-0.085435229,0.176016473,0.653333333,6,3,3,ba560eb4e2ce430eb8857a6d5aec2971/0,43be928258d24f8e89769977e0f79371/0,33616a998da44c9f9275c76baeb85774/0,ed49cc8f7a4043cdac4fad4712f12bbd/0,cd901402b25140aa933d345e3a123135/0,6dcc2d8167f8487589f08e3c3349aae0/0,e78fb3028e8a4f928e9fcfbcf955cc3d/0,970623a1235747efb6fd71ce213ec694/0,f788041b285941afbfc651facc72808b/0,4f1b94c388e640aa9b3e3f6440cac0c8/0
42ec33c3f3524e62ad9c8b2bbfd6a9cb/0,0.085880063,-0.113336889,0.652777778,9,6,3,e186ad02380e4fc09b7f93c8e358ed2b/0,fcda44cbf3034a8eadb75cf1d39c98a9/0,98e4f2f711c54972adc2a4770b452735/0,f626a96efae74e3e98cbb9c2d490766a/0,d94e990ed57449d4a5cb0e51c6e3363a/1,1de6d9d236f74f868f23f7b0da411250/0,94a0b77cded34f0cb4c300c77e9ef613/1,ec7a52d656dd41f6be22e9e8bf6ae991/0,ee5350260d7a483e9abd1e605aebc3ce/0,65e5ff1d5c244f488c9915c5dc6d263d/0
43093c8b2b324c469fd18cb41dbcc8be/0,-0.060252661,0.321963825,0.532258065,5,2,3,ea7ec2a58d2942e58bddfd4b6f9dc3bd/0,df217b35df6a41e28756088524875fd2/0,65f4f3d9d56f4630ba6c4e43c22e863a/0,2867d541aeb54269982d8d231415501c/0,ca74c5cbfbdb483b8ce0c68da7438373/0,06e760a0d64d465895e6207c29fd9c71/0,795f70531a2c4bbca5043a6f2e9488dc/0,b193416a4d0d48a4a4508750aeed1932/0,1bef412495e04a7db579621ade4bcb19/0,abfe162947d843659f56ab74a8c11d96/0
43213d7768734b7d89d4305eda41f022/0,0.131063194,-0.341302725,0.632352941,6,3,3,33a88f922b9349c792d833dea9ac35ec/0,3e4cbaa220624ada832870c46cf514f9/0,42b2116a8b64435ba7f36cee35205626/0,a4c3e24984d449aaa699731073833371/0,30495613a51d41a0897751b2995dd715/0,1be556eb6a4744d89ee7238e25000f64/0,f53f71dca68c4c27970234c473f1f70d/0,9d8fe10f0cd049cfa06ecfe5b193f247/0,e0fa392635f14f1d889feae2d5f19712/0,b474c06e493b4d88b29fd09917d6f8db/0
434f6bed03e64ff9aaa338e1b3ee546e/0,-0.138243688,-0.278189649,0.62295082,9,7,2,07a4eb97b83c4863a4a745744cd2e9fe/0,0fdac62a599e4deb8efd58edd7f744dc/1,1c0b9d2b838c47008eb006399b0e0bf5/0,e8f55240abdc442586907154ae56ae56/0,b7d0b03ca677483298f98538ae68d347/0,7a7f87ee7c8f4fa29df3bbbfe6914614/0,1c97a22602794796a19f6fa8c331e6d1/0,ba2f4cd32b1f4bf9b9933cc1fac94530/0,c8880e254799496fb2f475e5d94cb738/0,69420247b6f34049b9291c79079aab0a/0
435ccd901056470dbe92e2b83228e135/0,0.014476325,0.086410196,0.602739726,4,1,3,22c4670a37f1418bb77c063d21459566/0,8740ece4a6c942eb956e7c1fe94badb8/0,75b11f46d7b84309918dd0541390d4cf/0,e91038b08c0143579800163965439545/0,41c89d620a5f4fe3b034db82fa3b4a56/0,24a953fb06f24e58b5afbf74d41ba1d1/0,32865508138d4ceaa2fd16be91f8925f/0,61d2a2fb34954008b86058cc1d5cf9d7/0,7fb778e33c4242ddb71c59bd83c01e6a/0,f7bccfa05d60428ca53eb9e714452074/1
4367ea028afd4caeba0645cdb88dba0a/0,0.125995568,-0.032912,0.535714286,9,6,3,de2b4d6d0ebd4b38bd2c1034300af427/0,520db6fb3d4c44129ca02af76e73492d/0,921de88052744dfc887999c86161f853/0,27078b994aa64ec7806c5d1bad0bf979/0,1c92c3c528c54091987b57ea90f67123/0,d367f88d59b042e78a36833308b61b05/0,8d19d4bb18bb46cdae9c91ad4660a950/0,e2ebd36bb16644bea4af483a7da9165d/0,322181ee99cc439fb647d731e131741e/0,49fb811d8148483da677c7519b653f34/0
43be928258d24f8e89769977e0f79371/0,-0.076728365,0.200503005,0.611940299,5,2,3,83642ed42fa94e76ac41e597d34d95b8/0,33616a998da44c9f9275c76baeb85774/0,15fd9fce59234c74b4e4bbd9f77b4f99/0,f788041b285941afbfc651facc72808b/0,ba560eb4e2ce430eb8857a6d5aec2971/0,42b954d8b7c84e23a75baa3fdf61ea89/0,cd901402b25140aa933d345e3a123135/0,572a4762228743c5a40aec4f816ba42f/0,4f1b94c388e640aa9b3e3f6440cac0c8/0,72492180fe9e45a38c546dbcd3cb7896/0
43e1497f704e49609f6d9e3b0eb58dae/0,-0.311692455,-0.067903662,0.584615385,7,4,3,3dc77386075140b0acc4d2e1ae3c9e83/0,dbfec601c6244dd591b059a29b10f723/0,0f695e149b224cf890de6ca1df42751e/0,4eccc26d68db4c62a63c5c3f65e15d0f/0,b41ae36f406748aca57181eae230d1d8/0,8379f5ce7a834523b86348afb79e5d90/0,64abf2ac90e841b0bf264c4d2a20a85b/1,a488adc3c4b049fc8aa11afab047c614/0,0873bf0472bd46009405f0abb4964eaf/0,7dfcd4a01d444dd2a3fda2cad6dd79df/0
44224d5762ce4e1899f28bbf6c4a219f/0,-0.151826663,0.160116818,0.706666667,4,1,3,d283feb109314591948194e96f14739a/0,3c6479fb737e4a1aaf772fca055ff0d0/2,928fe17ade3e46a3800cd0730e5f01ce/0,ec78db32599c47b1a8fef53085a6c93e/0,14138f5b506446ea85813e0bb60a08b1/0,e78fb3028e8a4f928e9fcfbcf955cc3d/0,b87bf332f2a24f408ed9fc24f22cc89c/0,f0cfdddc4973477eabb683a5b7540fae/1,8ae2d15342b34461bf9c55015d8eb733/1,a363d7a2f331472b83ae56330f9d3873/0
442b130fa5af42b8b6110728fa67910c/0,0.292411883,0.088795946,0.473684211,3,0,3,c96475a522aa46b1b07b65f0bddfa537/0,c31caa5162e84c469d5687624f5aeea6/0,c5360d46b89246eca3ca67da921e1230/0,e08520a631874632aceb4c4584495383/0,d67ee4d7f2194fe79aece9921c6de466/0,0b71890538654cfebcca222d5b0f50b1/0,22ec2fda4e6849adabf213faf9c1a918/0,825a22ded283415086223920ddaacada/0,1010e1e0ae6647e08e22b065ed58f4ae/0,9ef354ce581f427db059b8823254d445/0
44789722a48f46f391bab19ae9e2ef6b/0,0.239554841,-0.236997093,0.585714286,6,3,3,6a11f080ffc340dc84d016cb1ff83acc/0,c5d67198bb1246bfb7b0638cb532861b/0,6bbf5560fdb941c2b09ba15ad89b19a2/0,c55f81d64b174e418d74fc5479f749bd/0,bd7a29fd672846288457ca5aa2cdc60e/0,c4b37a9281a048e3944ddd8fdfd0ffbc/0,66df615f77c34c2699c3b24534d92e09/0,39d796fd09fe472eb63177effd593be2/0,60f8d8f880ad4a7b8257fd842255427a/0,66b7ca43cf5b4d19981d582060e8cecc/0
448243b6f0aa44d6a1dee1cc7e6dff6e/0,-0.086537906,-0.09320843,0.508474576,7,4,3,5bb8a5b33a2146c6b85a1f409fe6aad1/0,a7f67204f01247c4975c7f3ad0099cb5/0,01176ff778f542daa3c45be6f0ec4f97/0,a84a9829baf741a387180cd75481f374/0,2370ca667fec4f49915264ea4d8eaa5f/0,1e7ccb6ad9c94a5394abf7017c6bf4ba/0,a299d0e8c0154c83a50775211af5fb9d/0,d0ca43fca3894721879eecc8a4f48153/0,2d3e9b2f7e394ba7911c536880e340c3/0,c8d50c03879b4bd189ddb7fd06eb1cd9/0
44bfd50d7f594f1991b6dedd3192bb48/0,0.107065678,-0.269264587,0.588235294,9,6,3,e9b18d00871a4e728b01ba12b0617fd9/0,a65795631e7c44d3a0552cdd6a6fcf82/0,b35e443a30bb464894c94937710760dd/0,864758e008574f35877b41c93e831993/0,5bc43f08f0294f20b37d1af23c13fe0f/1,1be556eb6a4744d89ee7238e25000f64/0,468ca3bccecb42b3bfc77308d80c225b/0,3e4cbaa220624ada832870c46cf514f9/0,781f9d1c5f64499f9b08d0e8ae4f2d51/1,d21b27aae6dd4ee1a705383c93048971/0
453efcdb035b428da2eec9a3c4a5b9c8/0,0.221154405,-0.068236397,0.611940299,7,4,3,e35480fc30f442758a37212be008fd11/0,06d9fbce97e0465f82983fcc99e0bf92/0,1b5ddbd9f8314bb7b02889e95b6b1a4f/0,025b1f7ba32040bf8b496d327c3cdb48/0,54baa51a621a4757afff189e70381b06/0,0b523c5a8c044e6a93b924f271cea3f4/0,59256b93c06e40629bd98f5a22736795/0,92a88e2ca7e342c08ee96e0ce6fea1a7/0,4c1768af6a5a40c9b3ea96c82de8f831/0,9d36d59937954c3f868a5dbea6765aad/0
45649768397d48689eea39612cfa74a0/1,-0.014627715,0.163277364,0.666666667,8,5,3,7ae2e16c8cc34bc7b4a437c6251f5d34/0,0ebccf7fd1e943b3af27b7ed5c7c5181/0,98303816c11e4f55bfff056c962edb39/0,8d5c0a92ec6c4c32b1da0b633b577ac2/0,3f2d5f8063954cb493b5f63e7a378e39/0,b4a8e7bb76334192840ab0cfece6cda9/0,5a4b1c2c7a764a9a809bfb289bb6d414/0,9d2d3a0a9b994d1e87880bff39529f15/0,21378f0cb4084ce98e289b82d26567a1/0,ed49cc8f7a4043cdac4fad4712f12bbd/0
458393c3ac0649a390b04dc8cd29ca20/0,0.001131428,-0.047810084,0.705128205,8,7,1,c1ba6ab58ae54f819d3beb30e04174f4/0,fb6fb84b41394c59b9d850a68394b187/0,a37d13b4c3d64b9bb66dd2631a8be01d/0,315e0eb3f45d426596732cdd3a9978b8/0,32e438e306d14bc081164710b287f09c/0,905f268d1bfa4b088e884f454ca029fd/0,effafbdd1b294e2e8a528b5e4c70bd66/0,8f2e551ab26e4970b1e422ea50ea42c4/0,5033cbd52fd44052806dd4f7ca5b5504/0,363a4fa3689c46ffac36358cf2fb6577/0
4583f4c0857842839e2adcf6f841c6fc/0,-0.270235329,-0.021451024,0.693333333,7,4,3,9343bf5ce8d442cf800d09830ef4d81c/1,3e9035d730db466b96f5ea25450f76d6/1,7b5de6813d72446b92939a7460c40c3f/0,64abf2ac90e841b0bf264c4d2a20a85b/1,66d1240515bf41868be60438f336c489/0,9d5de0962a2a4f39b3d0fab388402f5b/0,ac6a6ef727b14e0d9813a55a108f4e40/0,571dbc85ef9942b5ade1f693c6f2bba4/0,09addd306dc04c72b91a6f8ef9088d8f/0,ecdf5ec41ca44a3298b0f318bbe8077e/0
45b4c73494724b05b51d0612bde95633/1,-0.288692127,0.029889121,0.693333333,4,1,3,d2ced19bbdd74150b4b99a7cce659061/1,ecdf5ec41ca44a3298b0f318bbe8077e/0,c0977e38e7fa48c6b2ced2930c16e80e/0,eae799b2783f4b5d8df45e92bb8be40b/0,5c5e8b30e4b74967ad015928172002e1/0,9d5de0962a2a4f39b3d0fab388402f5b/0,d56836d3590e41c388bbe5d67d39b0d7/0,56a9be8c49574a74bed785e1a9c4ab14/0,7b5de6813d72446b92939a7460c40c3f/0,081342e77ba547f5ae5ed18ecbda8a82/0
45eb2d8763394fe8b0a35583ba33754f/0,-0.309480147,-0.254774753,0.636363636,9,6,3,4c3e4434c3da4d8b9eb57f25d4c3245e/0,228d879098a8460e91344382f3fac894/0,7304a8b0dddf4ac2982bab1ae81bbaf2/0,e9837f7c0d6e4d369655e701210f981d/0,8cd0157f04de4a908068f506118c6543/0,81e0eed5dc6f4827b1bbe48f84cce363/0,181a3aba3db143148908741e8e7921d6/0,606592a4367a4964bd9a5330ed20cc46/0,da1aa580987e40b297983388b5095035/0,e065574071c843b58557059dd3851a1b/0
45f8f9aa2bf74716a7f3730ee02df7a5/0,0.070433587,0.132339,0.540983607,9,7,2,31028e6f0d1346cf807ffb97c47bb6de/0,23f81d88c5e54399a12bc674cba3352c/0,edc3a8f3bee84a1d95706e576de6c528/0,ef335ed4e1a141149851024f8ddac7b4/0,527794aadd1d49898dcf624abb5a5797/0,8f2924b0feff40fa8ce60e9a659f64fd/0,4f52db0ca6ad47dbba0506e6860af16e/0,5406a37a2e1d423baeb17829adc6bb74/0,0050385ef87e4a9b99c0dce507c223de/0,19dc46ee4d944ae7b36c309905e07886/0
460eac43e9ec473facd9ec293fe688a2/0,-0.471277224,0.035770317,0.587301587,6,3,3,50b1c201488d4736b3a9aae3b34c69e0/0,ccfb8047491f40fdb66c3295a7779d01/0,f2ee176011c04ddfa51bddcd62639b13/0,864c7e0e45404f9ea9434b93572797fa/0,f0f43f42f4f54ea781e5f98baf891277/0,e1a97ca13a1c43a08a271ed37ac2884d/0,58ffe7be6b7e4ae88f36d93b209f605d/0,2025b03e41ec4994901f205ec2cd399a/0,683137d905bc4275ae89bf2944b8096f/0,72127a173a12483c82a462140977234f/0
463e7744a8624c4892d10c24f1dd50af/0,0.152346477,0.120497008,0.602941176,5,2,3,38f548cb97c04f62a2822646bbc9a160/0,c2fd427cb1e14477ad726c406bd18e2d/1,b642fae0ae53481989ac8ed374ad51b1/0,7830e00e9f3149f9b3e965fae1f099d3/1,c20535fe145e43598f197f2f8b77c400/0,852ff70ae1cc41aab459bdacf990be06/0,a860b0f3271145b58da2ce4ad3424b20/0,6c1e0d1432954731a92fb66904fb9384/0,7f6044d765b44c359e2f4d3041825c63/0,cd91b3bd4e1e41bcbcca7e7c6bae9637/0
468ca3bccecb42b3bfc77308d80c225b/0,0.108429252,-0.224665028,0.635135135,9,7,2,864758e008574f35877b41c93e831993/0,c188b2f8c17c4e078f3b2181dbb63619/0,781f9d1c5f64499f9b08d0e8ae4f2d51/1,5bc43f08f0294f20b37d1af23c13fe0f/1,e9b18d00871a4e728b01ba12b0617fd9/0,418762cd9cfe4a108fbf975c82ea0e2e/0,44bfd50d7f594f1991b6dedd3192bb48/0,aba37210e8504cbcb19c61da786fe530/0,d21b27aae6dd4ee1a705383c93048971/0,fe720c860cc845c09ec629a808d8a918/0
46907de190c64202bf9d76935acc7a1d/0,-0.247431593,-0.20331145,0.573770492,3,0,3,da1aa580987e40b297983388b5095035/0,3f2a971288f34db7b8df631c55b01b7a/0,0b9fc9d6ecdd47259f2558e02e3f6c89/1,c48e43b9db364ff48571beb1ec7e88ef/0,e52823e36db14d6e8da9bd49bb61d456/0,e14980620ac944e3aaa1765b4aad51fc/0,7304a8b0dddf4ac2982bab1ae81bbaf2/0,d3a47884f9e9456f9bf50044b9d4eb08/0,228d879098a8460e91344382f3fac894/0,ad85bec041244fb9806abfa954ba19ff/0
46c499d0553a4a0ebad3e66b99992129/0,0.388686744,0.143727802,0.61971831,5,2,3,fed74232bd9148b0887130a8bfffcfcd/0,3a26312682d744bcacd9d59244ffc2be/0,9c288972b9c148cfb2ae117615ccac0d/0,6619f5aa7a3b4966bddf47614d6957f5/0,e3332bdb3d45474ea9558298bedade1c/0,49c1f6d376da43789876dfa01685d0f5/0,ec267802aa1f4caa84a6b650831ca32d/0,33856075f1354eaf9ca6c41c2fa0bd9a/0,9da6569f54c84a3aad97c28361c77334/0,8ec6d9823e234e61b9898cb09544276a/0
470344340b5048d09d862e038ec97224/0,-0.113846378,-0.002586849,0.573770492,9,7,2,4f847c03b8ba4eb0946c6696782a9476/0,188c199c218b46199ae0097fb85f640a/0,793c7022dfde49bea9b3ffdfaca28698/0,6cfb3ca6fe084769addb18987341fbe1/0,6462ff6ae2cf4cfb8ae86975f0aa73f2/0,5649cbbb6e22416d95b5d5c2aa0f1129/0,10b463a3a1d14ff39badf571f22895f8/0,59f8f86a2cb04d46b26e79dd429c1708/1,2219de4d0cfe4d91bbfb0faec699d990/0,4c5d5a7bb5454946874b96d4e7839a78/0
47901ff56289479f947d7e6d610444a9/0,0.451037933,-0.128675881,0.605633803,7,4,3,eecc3df26a55412daa870a10b8a14372/0,4fe3c932d68e4a08a2af3b9cdf77fb85/0,857650f96c4f4be7b18da7dababa7986/0,38bfa7802a004fb3adca0864627a94da/0,33f6a3ab23e34755a725912ab9ca6cb4/0,30998b1d9d59422a9fe1d882054a74b7/1,0a3040c7c3eb454db394181efc54aecb/0,48f4b7c27f314735981b0d4129a2083e/0,035d888959de4c20bb160ee7d9e55ba0/0,d2821e2d7ea5421d88cd9464156c0794/0
483b8829152c42169c9110f23dead2f3/0,-0.222456466,-0.027842565,0.657894737,8,5,3,09addd306dc04c72b91a6f8ef9088d8f/0,bb17ae44366e4268827220123a7a3b3d/0,1f9823e29d244bdf90d45f93560fff89/0,4c41c0950a4a45a19a43a16fa8ca247b/0,6a564c5433aa4bc380029becd9162d65/0,ac6a6ef727b14e0d9813a55a108f4e40/0,11cab00f4ff54a85b864b7d61b50dc4b/0,66d1240515bf41868be60438f336c489/0,e5582365967e40e6839f15eeda74d470/0,1325969b259743168ba2eec08d89c757/0
4879d54bbd6944f6a5673d2bb7f82b94/0,-0.081068117,-0.375475409,0.573770492,3,0,3,efc55fcb17354e8f999b603e57966c11/0,dcf5ea1a3657461091dc68e429c411d3/0,f8d437af9bd3472d939035142c0b572f/0,68931894773543caa7b964de6eeae69f/1,bfb77f9a08ab49b690aabd1667b9d52f/0,5fd6f3850fc84438a02cc1cfb9318b5d/0,b785bd89c6054e45a31552ed52d2154c/0,e6928c3bbf984e05a5dd16b8ed87821c/1,054102e24ff64148b55ea47ee0c0756e/0,4c3e998b3b53404081bdc6c768f5f685/1
48f4b7c27f314735981b0d4129a2083e/0,0.466709472,-0.207428566,0.558823529,5,2,3,035d888959de4c20bb160ee7d9e55ba0/0,33f6a3ab23e34755a725912ab9ca6cb4/0,89a6be42b33643b599f25f6abf49b6fd/0,0d3831f9c3e34cffaba33f6458fe725b/0,a52ab4d2e9c74e84b7c8ea22b08ad1c6/0,4fe3c932d68e4a08a2af3b9cdf77fb85/0,38bfa7802a004fb3adca0864627a94da/0,eecc3df26a55412daa870a10b8a14372/0,5c956bb4b110459d90564f652b74b21f/0,47901ff56289479f947d7e6d610444a9/0
49c1f6d376da43789876dfa01685d0f5/0,0.347617013,0.155382613,0.590163934,7,4,3,8ec6d9823e234e61b9898cb09544276a/0,e3332bdb3d45474ea9558298bedade1c/0,fed74232bd9148b0887130a8bfffcfcd/0,46c499d0553a4a0ebad3e66b99992129/0,b5832de859f84cb3bf2a67c998dc879f/0,3a26312682d744bcacd9d59244ffc2be/0,d67ee4d7f2194fe79aece9921c6de466/0,bcd2ffb65e7549b2b6e6fb83bfea6877/0,9c288972b9c148cfb2ae117615ccac0d/0,e08520a631874632aceb4c4584495383/0
49fb811d8148483da677c7519b653f34/0,0.149890366,0.001413621,0.551724138,5,2,3,8bf00ae1e2dc4b2f90e1f3a4c51471e6/0,1c92c3c528c54091987b57ea90f67123/0,a7632d5f6389457f98af099b4d39af60/0,bd9edb637066466991c7abf2122989f8/0,73e842c6d79541ccae63bf1719cfe064/0,921de88052744dfc887999c86161f853/0,520db6fb3d4c44129ca02af76e73492d/0,54a4e35972ef45e3a7d26dce0aa1a69e/0,79e6e493932a4d8eb4aac8b7f3e67c84/0,322181ee99cc439fb647d731e131741e/0
4a0b4ebd642046fca86516922426d2bb/0,-0.200594596,0.307884265,0.555555556,6,3,3,086b43108b1b4b478f95c0e52e9912c4/0,5156903382ee42199d0ae40a19d8bfde/0,9afb63b23bac433c9d3289a68569ad5b/1,dfb24cc1ab4944b1b92413f773917fdf/0,81467136074c4dbd9de01a8de9b71d39/0,979230b43cf34415bfc8712ad7bb734a/0,80c6c86008694c73bf751af08d74c079/0,5587be5cdc974ec0852c2dadbe41afc8/0,0951ad138423426f89f3048ab6bf1385/0,e4d5c3470e2649b88808eb057c467ff9/0
4a342c172b3c404ca6c0104cac934124/1,0.024680505,0.029348495,0.632352941,6,3,3,11ca52fbaa2f4c85b25b1968d34f38f0/0,da5ca2d8ce3a4b4ca1aa63bee1aa2ba8/0,f8dcbf11ef9d43089f5899fa312d86e0/0,c79dd09737f640e89fef7c2539df029e/0,e498947f873748439420b5675146a501/0,2ec9a60936b241a3b012cc8b760357c1/0,f7bccfa05d60428ca53eb9e714452074/1,b72eb8b85f7a4dac87e2fab973d2f110/0,d0f4608298e140f5abf95b7a6191c78c/0,dfedaf1630b54ab1b62379b9e72eb19f/0
4a8791f1dd2547489ee303542655bdf5/0,0.09146181,0.042455364,0.433962264,9,7,2,4f5237f2e6c2496a94e0b25133bb7371/0,5bedd37cc9814651b3db388d130d818f/2,3d74dea1c6d8466686989a85748e330c/0,1d23876d85554b35afe076e8219bd686/0,a94bc735a42d4e77bd86e8d23b84087f/0,971bc904a7d14d518929d83dfc458ef7/0,2e43843000f54e61b5982633fdd9f41b/1,54a4e35972ef45e3a7d26dce0aa1a69e/0,5b3c91056e684338942205e9d05a1018/0,8c78ca1b72ff4cfd8d5b2a74a1e69e37/0
4acbb49f1e824bf3a7217cb3996813b1/0,0.198776569,0.004425614,0.597014925,6,3,3,00faff6258d7491b87d2c1687e03acdd/0,79e6e493932a4d8eb4aac8b7f3e67c84/0,64979f22bd344b73867f2ac20d74d5e2/0,a7632d5f6389457f98af099b4d39af60/0,0b523c5a8c044e6a93b924f271cea3f4/0,957bff6ce3a04c168111d4937d3f031d/0,d516a652942a484c863e69e1c951ded5/0,a2d86df4aaa8454d9930d09652f323ec/0,49fb811d8148483da677c7519b653f34/0,1cb49a1569494116ba3218361d64b4e8/0
4b4894de349944bf9dd4bc83b13b01f3/0,0.142225016,-0.704021757,0.491525424,8,7,1,bc9f1ea5373a4a77b2c3a7b6739a6088/0,6be92978dd07472fbc846ab3725bdfc9/0,c64a7ed51a574effa3979939cf5af465/0,d1792c7b762e4967b008e747bffff202/0,3356c42db78942cc875b04b15a7baa9e/0,d1ed062525274ff48334c3b6cc6b272c/0,6543ba2a3710455dbffe5ab29b368ba6/0,370cb1d5032e4336a334fb7216e85fcd/0,cd1718d2acf14499823d932756628d3f/0,916c9907ffe540a6a4caa9c3489ad43d/0
4b6c5438a6f24df283e4975df9c5b859/0,-0.309545178,-0.008408421,0.605633803,9,7,2,d56836d3590e41c388bbe5d67d39b0d7/0,ecdf5ec41ca44a3298b0f318bbe8077e/0,7b5de6813d72446b92939a7460c40c3f/0,de7d6aaeb9cf41edbf63ed215548d0fc/0,ba04bcdd9530446685d6b2891fbfce98/0,0a290beb27c14ce9b532a0c73ead4018/0,4583f4c0857842839e2adcf6f841c6fc/0,eae799b2783f4b5d8df45e92bb8be40b/0,d2ced19bbdd74150b4b99a7cce659061/1,0873bf0472bd46009405f0abb4964eaf/0
4b8d68f1f45f4f9cb37a2bfcc0ff2c87/0,-0.161103772,0.066755688,0.691176471,9,7,2,0549a795f6dd47238ab3345a06b364e1/0,2e3bf9707c4a4a9bad780ad946f2579f/0,050a4accab8d45da97b651a36efd9ada/0,9f85cbe1a17e4978b96be98bac6a0225/0,8334468a0a3a4f4da70c7c0280277e80/0,bf05290ca32d43a7918ebc778411c14c/0,6ebcf4d91c0841708c5b495d7afc183e/0,f5291befd3f84db8af696f57d85ca911/0,1da54a4048754bc486c519b07c105bcc/0,a5cbb380fb2345b3a3ba04604f918ad8/0
